iteration,config,data_type,data_size_bytes,enc_time_us,dec_time_us,enc_throughput_mbs,dec_throughput_mbs,overhead_bytes,overhead_pct,memory_mb
26,no-ecdh,text-large,2000,313.334,317.916,6.087269919040065,5.999536458726519,16,0.8,0.00384521484375
27,no-ecdh,text-large,2000,313.0,316.709,6.093765600039935,6.022401108943857,16,0.8,0.00384521484375
28,no-ecdh,text-large,2000,328.416,316.54200000000003,5.807721404598132,6.025578383950629,16,0.8,0.00384521484375
29,no-ecdh,text-large,2000,324.20799999999997,338.916,5.8831016903114675,5.627791643984056,16,0.8,0.00384521484375
30,no-ecdh,text-large,2000,317.958,318.917,5.998743962449443,5.9807054274701565,16,0.8,0.00384521484375
1,aes-gcm-only,text-large,2000,333.95799999999997,329.20799999999997,5.711342841951683,5.793749340272715,16,0.8,0.00384521484375
2,aes-gcm-only,text-large,2000,328.625,330.95899999999995,5.804027790985166,5.7630964343393,16,0.8,0.00384521484375
3,aes-gcm-only,text-large,2000,347.0,326.58299999999997,5.496681938940923,5.840318181939967,16,0.8,0.00384521484375
4,aes-gcm-only,text-large,2000,299.91700000000003,312.334,6.359588262127521,6.106759535665345,16,0.8,0.00384521484375
5,aes-gcm-only,text-large,2000,322.58299999999997,318.417,5.91273759873428,5.990096737336574,16,0.8,0.00384521484375
6,aes-gcm-only,text-large,2000,322.66700000000003,334.541,5.911198333924758,5.701389763324974,16,0.8,0.00384521484375
7,aes-gcm-only,text-large,2000,327.708,330.625,5.8202687539288025,5.768918360113421,16,0.8,0.00384521484375
8,aes-gcm-only,text-large,2000,335.458,320.875,5.685804580044297,5.944210776197897,16,0.8,0.00384521484375
9,aes-gcm-only,text-large,2000,338.5,321.54200000000003,5.634707925590842,5.931880229682281,16,0.8,0.00384521484375
10,aes-gcm-only,text-large,2000,339.958,324.542,5.610541986988098,5.877047139699947,16,0.8,0.00384521484375
11,aes-gcm-only,text-large,2000,329.25,324.833,5.793010274297646,5.871782216746759,16,0.8,0.00384521484375
12,aes-gcm-only,text-large,2000,329.042,331.167,5.796672257075085,5.759476737756177,16,0.8,0.00384521484375
13,aes-gcm-only,text-large,2000,331.167,329.916,5.759476737756177,5.781315949552311,16,0.8,0.00384521484375
14,aes-gcm-only,text-large,2000,329.166,336.708,5.794488594850319,5.664696510960535,16,0.8,0.00384521484375
15,aes-gcm-only,text-large,2000,334.791,333.709,5.697132338720277,5.715604412264877,16,0.8,0.00384521484375
16,aes-gcm-only,text-large,2000,334.417,330.208,5.703503807559126,5.776203583233901,16,0.8,0.00384521484375
17,aes-gcm-only,text-large,2000,331.125,329.875,5.76020727161193,5.782034506441835,16,0.8,0.00384521484375
18,aes-gcm-only,text-large,2000,331.542,352.0,5.752962317934078,5.418604070490057,16,0.8,0.00384521484375
19,aes-gcm-only,text-large,2000,310.583,300.666,6.1411881294613675,6.343745660674968,16,0.8,0.00384521484375
20,aes-gcm-only,text-large,2000,322.334,314.25,5.917305133223612,6.069526277844073,16,0.8,0.00384521484375
21,aes-gcm-only,text-large,2000,320.875,309.75,5.944210776197897,6.157703415052461,16,0.8,0.00384521484375
22,aes-gcm-only,text-large,2000,340.58299999999997,319.875,5.600246145029259,5.962793693825713,16,0.8,0.00384521484375
23,aes-gcm-only,text-large,2000,332.083,331.417,5.743590104921059,5.755132153186167,16,0.8,0.00384521484375
24,aes-gcm-only,text-large,2000,333.625,328.666,5.717043485387785,5.803303757652146,16,0.8,0.00384521484375
25,aes-gcm-only,text-large,2000,323.625,336.042,5.89369990826574,5.675923345333322,16,0.8,0.00384521484375
26,aes-gcm-only,text-large,2000,323.08299999999997,330.54200000000003,5.903587105519325,5.770366951287582,16,0.8,0.00384521484375
27,aes-gcm-only,text-large,2000,320.375,325.125,5.953487734100663,5.866508674548251,16,0.8,0.00384521484375
28,aes-gcm-only,text-large,2000,323.417,322.58299999999997,5.897490338518074,5.91273759873428,16,0.8,0.00384521484375
29,aes-gcm-only,text-large,2000,327.875,326.584,5.817304255623332,5.840300298889413,16,0.8,0.00384521484375
30,aes-gcm-only,text-large,2000,346.33299999999997,328.0,5.507267955443172,5.815087295160061,16,0.8,0.00384521484375
